date,value
2020-01-01,2702702
2020-02-01,2802467
2020-03-01,3740688
2020-04-01,2911128
2020-05-01,3091455
2020-06-01,3931607
2020-07-01,3639224
2020-08-01,3115063
2020-09-01,2892115
2020-10-01,3305465
2020-11-01,3626335
2020-12-01,3937066
